user_id,event_id,event_date,activity_type,attended_flag
U00744,E0001,2025-10-01,Family Workshop,1
U00747,E0001,2025-10-01,Family Workshop,1
U00757,E0001,2025-10-01,Family Workshop,1
U00797,E0001,2025-10-01,Family Workshop,1
U00802,E0001,2025-10-01,Family Workshop,1
U00818,E0001,2025-10-01,Family Workshop,1
U00852,E0001,2025-10-01,Family Workshop,1
U00859,E0001,2025-10-01,Family Workshop,1
U00885,E0001,2025-10-01,Family Workshop,1
U00889,E0001,2025-10-01,Family Workshop,1
U00897,E0001,2025-10-01,Family Workshop,1
U00909,E0001,2025-10-01,Family Workshop,1
U00921,E0001,2025-10-01,Family Workshop,1
U00933,E0001,2025-10-01,Family Workshop,1
U00941,E0001,2025-10-01,Family Workshop,1
U00960,E0001,2025-10-01,Family Workshop,1
U00980,E0001,2025-10-01,Family Workshop,1
U01041,E0001,2025-10-01,Family Workshop,1
U01052,E0001,2025-10-01,Family Workshop,1
U01065,E0001,2025-10-01,Family Workshop,0
U01072,E0001,2025-10-01,Family Workshop,0
U01096,E0001,2025-10-01,Family Workshop,1
U01101,E0001,2025-10-01,Family Workshop,1
U01107,E0001,2025-10-01,Family Workshop,1
U01119,E0001,2025-10-01,Family Workshop,1
U01124,E0001,2025-10-01,Family Workshop,1
U01133,E0001,2025-10-01,Family Workshop,1
U01143,E0001,2025-10-01,Family Workshop,1
U01156,E0001,2025-10-01,Family Workshop,1
U01157,E0001,2025-10-01,Family Workshop,1
U01164,E0001,2025-10-01,Family Workshop,1
U01168,E0001,2025-10-01,Family Workshop,1
U01179,E0001,2025-10-01,Family Workshop,1
U00005,E0002,2025-10-03,Art Exhibition,1
U00011,E0002,2025-10-03,Art Exhibition,1
U00013,E0002,2025-10-03,Art Exhibition,1
U00038,E0002,2025-10-03,Art Exhibition,1
U00057,E0002,2025-10-03,Art Exhibition,1
U00068,E0002,2025-10-03,Art Exhibition,1
U00069,E0002,2025-10-03,Art Exhibition,1
U00070,E0002,2025-10-03,Art Exhibition,1
U00077,E0002,2025-10-03,Art Exhibition,1
U00086,E0002,2025-10-03,Art Exhibition,1
U00094,E0002,2025-10-03,Art Exhibition,1
U00098,E0002,2025-10-03,Art Exhibition,1
U00107,E0002,2025-10-03,Art Exhibition,1
U00113,E0002,2025-10-03,Art Exhibition,1
U00123,E0002,2025-10-03,Art Exhibition,1
U00131,E0002,2025-10-03,Art Exhibition,1
U00142,E0002,2025-10-03,Art Exhibition,1
U00165,E0002,2025-10-03,Art Exhibition,1
U00171,E0002,2025-10-03,Art Exhibition,1
U00173,E0002,2025-10-03,Art Exhibition,1
U00184,E0002,2025-10-03,Art Exhibition,1
U00188,E0002,2025-10-03,Art Exhibition,1
U00190,E0002,2025-10-03,Art Exhibition,1
U00209,E0002,2025-10-03,Art Exhibition,1
U00217,E0002,2025-10-03,Art Exhibition,1
U00231,E0002,2025-10-03,Art Exhibition,0
U00237,E0002,2025-10-03,Art Exhibition,1
U00248,E0002,2025-10-03,Art Exhibition,1
U00258,E0002,2025-10-03,Art Exhibition,1
U00273,E0002,2025-10-03,Art Exhibition,1
U00275,E0002,2025-10-03,Art Exhibition,1
U00284,E0002,2025-10-03,Art Exhibition,1
U00290,E0002,2025-10-03,Art Exhibition,1
U00294,E0002,2025-10-03,Art Exhibition,1
U00329,E0002,2025-10-03,Art Exhibition,1
U00337,E0002,2025-10-03,Art Exhibition,1
U00348,E0002,2025-10-03,Art Exhibition,1
U00351,E0002,2025-10-03,Art Exhibition,1
U00362,E0002,2025-10-03,Art Exhibition,1
U00368,E0002,2025-10-03,Art Exhibition,1
U00384,E0002,2025-10-03,Art Exhibition,1
U00401,E0002,2025-10-03,Art Exhibition,0
U00437,E0002,2025-10-03,Art Exhibition,1
U00448,E0002,2025-10-03,Art Exhibition,1
U00453,E0002,2025-10-03,Art Exhibition,1
U00454,E0002,2025-10-03,Art Exhibition,1
U00464,E0002,2025-10-03,Art Exhibition,1
U00469,E0002,2025-10-03,Art Exhibition,1
U00479,E0002,2025-10-03,Art Exhibition,1
U00513,E0002,2025-10-03,Art Exhibition,0
U00514,E0002,2025-10-03,Art Exhibition,1
U00515,E0002,2025-10-03,Art Exhibition,1
U00525,E0002,2025-10-03,Art Exhibition,1
U00536,E0002,2025-10-03,Art Exhibition,1
U00554,E0002,2025-10-03,Art Exhibition,1
U00555,E0002,2025-10-03,Art Exhibition,1
U00567,E0002,2025-10-03,Art Exhibition,1
U00594,E0002,2025-10-03,Art Exhibition,1
U00595,E0002,2025-10-03,Art Exhibition,1
U00634,E0002,2025-10-03,Art Exhibition,1
U00635,E0002,2025-10-03,Art Exhibition,1
U00649,E0002,2025-10-03,Art Exhibition,1
U00650,E0002,2025-10-03,Art Exhibition,1
U00659,E0002,2025-10-03,Art Exhibition,0
U00663,E0002,2025-10-03,Art Exhibition,1
U00664,E0002,2025-10-03,Art Exhibition,1
U00665,E0002,2025-10-03,Art Exhibition,1
U00669,E0002,2025-10-03,Art Exhibition,1
U00671,E0002,2025-10-03,Art Exhibition,1
U00673,E0002,2025-10-03,Art Exhibition,1
U00680,E0002,2025-10-03,Art Exhibition,1
U00684,E0002,2025-10-03,Art Exhibition,1
U00699,E0002,2025-10-03,Art Exhibition,1
U00719,E0002,2025-10-03,Art Exhibition,1
U00722,E0002,2025-10-03,Art Exhibition,1
U00734,E0002,2025-10-03,Art Exhibition,1
U00738,E0002,2025-10-03,Art Exhibition,1
U00759,E0002,2025-10-03,Art Exhibition,1
U00763,E0002,2025-10-03,Art Exhibition,1
U00773,E0002,2025-10-03,Art Exhibition,1
U00785,E0002,2025-10-03,Art Exhibition,0
U00792,E0002,2025-10-03,Art Exhibition,1
U00794,E0002,2025-10-03,Art Exhibition,1
U00796,E0002,2025-10-03,Art Exhibition,1
U00802,E0002,2025-10-03,Art Exhibition,1
U00814,E0002,2025-10-03,Art Exhibition,1
U00832,E0002,2025-10-03,Art Exhibition,1
U00841,E0002,2025-10-03,Art Exhibition,1
U00859,E0002,2025-10-03,Art Exhibition,1
U00865,E0002,2025-10-03,Art Exhibition,1
U00872,E0002,2025-10-03,Art Exhibition,1
U00901,E0002,2025-10-03,Art Exhibition,1
U00910,E0002,2025-10-03,Art Exhibition,1
U00917,E0002,2025-10-03,Art Exhibition,1
U00926,E0002,2025-10-03,Art Exhibition,1
U00945,E0002,2025-10-03,Art Exhibition,1
U00952,E0002,2025-10-03,Art Exhibition,1
U00958,E0002,2025-10-03,Art Exhibition,0
U00960,E0002,2025-10-03,Art Exhibition,1
U00962,E0002,2025-10-03,Art Exhibition,1
U00972,E0002,2025-10-03,Art Exhibition,1
U00973,E0002,2025-10-03,Art Exhibition,1
U00976,E0002,2025-10-03,Art Exhibition,1
U00987,E0002,2025-10-03,Art Exhibition,1
U00988,E0002,2025-10-03,Art Exhibition,1
U00998,E0002,2025-10-03,Art Exhibition,1
U01001,E0002,2025-10-03,Art Exhibition,1
U01010,E0002,2025-10-03,Art Exhibition,1
U01011,E0002,2025-10-03,Art Exhibition,1
U01017,E0002,2025-10-03,Art Exhibition,1
U01025,E0002,2025-10-03,Art Exhibition,1
U01031,E0002,2025-10-03,Art Exhibition,1
U01037,E0002,2025-10-03,Art Exhibition,1
U01040,E0002,2025-10-03,Art Exhibition,1
U01047,E0002,2025-10-03,Art Exhibition,1
U01064,E0002,2025-10-03,Art Exhibition,1
U01080,E0002,2025-10-03,Art Exhibition,1
U01090,E0002,2025-10-03,Art Exhibition,1
U01100,E0002,2025-10-03,Art Exhibition,1
U01112,E0002,2025-10-03,Art Exhibition,1
U01127,E0002,2025-10-03,Art Exhibition,1
U01132,E0002,2025-10-03,Art Exhibition,1
U01133,E0002,2025-10-03,Art Exhibition,1
U01140,E0002,2025-10-03,Art Exhibition,1
U01149,E0002,2025-10-03,Art Exhibition,1
U01156,E0002,2025-10-03,Art Exhibition,1
U01161,E0002,2025-10-03,Art Exhibition,1
U01162,E0002,2025-10-03,Art Exhibition,1
U01182,E0002,2025-10-03,Art Exhibition,1
U01185,E0002,2025-10-03,Art Exhibition,1
U01191,E0002,2025-10-03,Art Exhibition,1
U00014,E0003,2025-10-05,New Model Launch,1
U00016,E0003,2025-10-05,New Model Launch,0
U00035,E0003,2025-10-05,New Model Launch,1
U00058,E0003,2025-10-05,New Model Launch,1
U00061,E0003,2025-10-05,New Model Launch,1
U00063,E0003,2025-10-05,New Model Launch,1
U00066,E0003,2025-10-05,New Model Launch,1
U00070,E0003,2025-10-05,New Model Launch,1
U00077,E0003,2025-10-05,New Model Launch,1
U00085,E0003,2025-10-05,New Model Launch,1
U00108,E0003,2025-10-05,New Model Launch,1
U00115,E0003,2025-10-05,New Model Launch,1
U00141,E0003,2025-10-05,New Model Launch,1
U00149,E0003,2025-10-05,New Model Launch,1
U00165,E0003,2025-10-05,New Model Launch,1
U00192,E0003,2025-10-05,New Model Launch,1
U00209,E0003,2025-10-05,New Model Launch,1
U00225,E0003,2025-10-05,New Model Launch,1
U00245,E0003,2025-10-05,New Model Launch,1
U00247,E0003,2025-10-05,New Model Launch,1
U00263,E0003,2025-10-05,New Model Launch,1
U00270,E0003,2025-10-05,New Model Launch,1
U00276,E0003,2025-10-05,New Model Launch,1
U00283,E0003,2025-10-05,New Model Launch,1
U00290,E0003,2025-10-05,New Model Launch,0
U00311,E0003,2025-10-05,New Model Launch,1
U00312,E0003,2025-10-05,New Model Launch,1
U00314,E0003,2025-10-05,New Model Launch,1
U00349,E0003,2025-10-05,New Model Launch,1
U00356,E0003,2025-10-05,New Model Launch,1
U00372,E0003,2025-10-05,New Model Launch,1
U00380,E0003,2025-10-05,New Model Launch,1
U00385,E0003,2025-10-05,New Model Launch,1
U00395,E0003,2025-10-05,New Model Launch,1
U00401,E0003,2025-10-05,New Model Launch,0
U00404,E0003,2025-10-05,New Model Launch,1
U00409,E0003,2025-10-05,New Model Launch,1
U00415,E0003,2025-10-05,New Model Launch,1
U00436,E0003,2025-10-05,New Model Launch,1
U00485,E0003,2025-10-05,New Model Launch,1
U00488,E0003,2025-10-05,New Model Launch,1
U00507,E0003,2025-10-05,New Model Launch,1
U00509,E0003,2025-10-05,New Model Launch,1
U00515,E0003,2025-10-05,New Model Launch,1
U00519,E0003,2025-10-05,New Model Launch,1
U00545,E0003,2025-10-05,New Model Launch,1
U00546,E0003,2025-10-05,New Model Launch,1
U00553,E0003,2025-10-05,New Model Launch,1
U00580,E0003,2025-10-05,New Model Launch,1
U00583,E0003,2025-10-05,New Model Launch,1
U00586,E0003,2025-10-05,New Model Launch,1
U00588,E0003,2025-10-05,New Model Launch,0
U00612,E0003,2025-10-05,New Model Launch,1
U00624,E0003,2025-10-05,New Model Launch,1
U00633,E0003,2025-10-05,New Model Launch,1
U00637,E0003,2025-10-05,New Model Launch,1
U00643,E0003,2025-10-05,New Model Launch,1
U00663,E0003,2025-10-05,New Model Launch,1
U00691,E0003,2025-10-05,New Model Launch,0
U00693,E0003,2025-10-05,New Model Launch,1
U00699,E0003,2025-10-05,New Model Launch,1
U00709,E0003,2025-10-05,New Model Launch,1
U00712,E0003,2025-10-05,New Model Launch,1
U00723,E0003,2025-10-05,New Model Launch,1
U00727,E0003,2025-10-05,New Model Launch,1
U00728,E0003,2025-10-05,New Model Launch,1
U00763,E0003,2025-10-05,New Model Launch,1
U00766,E0003,2025-10-05,New Model Launch,1
U00772,E0003,2025-10-05,New Model Launch,1
U00784,E0003,2025-10-05,New Model Launch,1
U00793,E0003,2025-10-05,New Model Launch,1
U00795,E0003,2025-10-05,New Model Launch,1
U00800,E0003,2025-10-05,New Model Launch,1
U00802,E0003,2025-10-05,New Model Launch,1
U00826,E0003,2025-10-05,New Model Launch,1
U00833,E0003,2025-10-05,New Model Launch,1
U00837,E0003,2025-10-05,New Model Launch,1
U00841,E0003,2025-10-05,New Model Launch,1
U00855,E0003,2025-10-05,New Model Launch,1
U00872,E0003,2025-10-05,New Model Launch,1
U00886,E0003,2025-10-05,New Model Launch,1
U00891,E0003,2025-10-05,New Model Launch,1
U00896,E0003,2025-10-05,New Model Launch,1
U00897,E0003,2025-10-05,New Model Launch,1
U00906,E0003,2025-10-05,New Model Launch,1
U00908,E0003,2025-10-05,New Model Launch,1
U00921,E0003,2025-10-05,New Model Launch,1
U00936,E0003,2025-10-05,New Model Launch,1
U00938,E0003,2025-10-05,New Model Launch,1
U00940,E0003,2025-10-05,New Model Launch,1
U00947,E0003,2025-10-05,New Model Launch,1
U00951,E0003,2025-10-05,New Model Launch,1
U00953,E0003,2025-10-05,New Model Launch,1
U00994,E0003,2025-10-05,New Model Launch,1
U01030,E0003,2025-10-05,New Model Launch,1
U01035,E0003,2025-10-05,New Model Launch,1
U01036,E0003,2025-10-05,New Model Launch,1
U01047,E0003,2025-10-05,New Model Launch,1
U01053,E0003,2025-10-05,New Model Launch,1
U01101,E0003,2025-10-05,New Model Launch,1
U01116,E0003,2025-10-05,New Model Launch,1
U01117,E0003,2025-10-05,New Model Launch,1
U01129,E0003,2025-10-05,New Model Launch,0
U01132,E0003,2025-10-05,New Model Launch,1
U01133,E0003,2025-10-05,New Model Launch,1
U01138,E0003,2025-10-05,New Model Launch,1
U01141,E0003,2025-10-05,New Model Launch,1
U01149,E0003,2025-10-05,New Model Launch,0
U01151,E0003,2025-10-05,New Model Launch,0
U01153,E0003,2025-10-05,New Model Launch,1
U01156,E0003,2025-10-05,New Model Launch,1
U01157,E0003,2025-10-05,New Model Launch,1
U01158,E0003,2025-10-05,New Model Launch,1
U01161,E0003,2025-10-05,New Model Launch,1
U01171,E0003,2025-10-05,New Model Launch,1
U00005,E0004,2025-10-07,Tech Talk,1
U00071,E0004,2025-10-07,Tech Talk,1
U00072,E0004,2025-10-07,Tech Talk,1
U00074,E0004,2025-10-07,Tech Talk,1
U00081,E0004,2025-10-07,Tech Talk,1
U00095,E0004,2025-10-07,Tech Talk,1
U00097,E0004,2025-10-07,Tech Talk,1
U00109,E0004,2025-10-07,Tech Talk,1
U00118,E0004,2025-10-07,Tech Talk,1
U00124,E0004,2025-10-07,Tech Talk,1
U00126,E0004,2025-10-07,Tech Talk,1
U00129,E0004,2025-10-07,Tech Talk,1
U00133,E0004,2025-10-07,Tech Talk,1
U00136,E0004,2025-10-07,Tech Talk,1
U00143,E0004,2025-10-07,Tech Talk,1
U00144,E0004,2025-10-07,Tech Talk,1
U00150,E0004,2025-10-07,Tech Talk,1
U00155,E0004,2025-10-07,Tech Talk,1
U00204,E0004,2025-10-07,Tech Talk,1
U00210,E0004,2025-10-07,Tech Talk,1
U00227,E0004,2025-10-07,Tech Talk,1
U00230,E0004,2025-10-07,Tech Talk,1
U00237,E0004,2025-10-07,Tech Talk,1
U00243,E0004,2025-10-07,Tech Talk,1
U00250,E0004,2025-10-07,Tech Talk,1
U00253,E0004,2025-10-07,Tech Talk,1
U00255,E0004,2025-10-07,Tech Talk,0
U00263,E0004,2025-10-07,Tech Talk,1
U00270,E0004,2025-10-07,Tech Talk,1
U00274,E0004,2025-10-07,Tech Talk,1
U00282,E0004,2025-10-07,Tech Talk,1
U00288,E0004,2025-10-07,Tech Talk,1
U00309,E0004,2025-10-07,Tech Talk,1
U00313,E0004,2025-10-07,Tech Talk,1
U00319,E0004,2025-10-07,Tech Talk,1
U00322,E0004,2025-10-07,Tech Talk,1
U00353,E0004,2025-10-07,Tech Talk,1
U00355,E0004,2025-10-07,Tech Talk,0
U00363,E0004,2025-10-07,Tech Talk,1
U00366,E0004,2025-10-07,Tech Talk,1
U00379,E0004,2025-10-07,Tech Talk,1
U00400,E0004,2025-10-07,Tech Talk,1
U00404,E0004,2025-10-07,Tech Talk,1
U00413,E0004,2025-10-07,Tech Talk,1
U00423,E0004,2025-10-07,Tech Talk,0
U00435,E0004,2025-10-07,Tech Talk,1
U00442,E0004,2025-10-07,Tech Talk,1
U00470,E0004,2025-10-07,Tech Talk,1
U00487,E0004,2025-10-07,Tech Talk,1
U00497,E0004,2025-10-07,Tech Talk,1
U00504,E0004,2025-10-07,Tech Talk,1
U00511,E0004,2025-10-07,Tech Talk,1
U00536,E0004,2025-10-07,Tech Talk,1
U00545,E0004,2025-10-07,Tech Talk,1
U00555,E0004,2025-10-07,Tech Talk,1
U00562,E0004,2025-10-07,Tech Talk,1
U00569,E0004,2025-10-07,Tech Talk,1
U00570,E0004,2025-10-07,Tech Talk,1
U00580,E0004,2025-10-07,Tech Talk,1
U00591,E0004,2025-10-07,Tech Talk,1
U00599,E0004,2025-10-07,Tech Talk,1
U00620,E0004,2025-10-07,Tech Talk,1
U00647,E0004,2025-10-07,Tech Talk,1
U00648,E0004,2025-10-07,Tech Talk,1
U00649,E0004,2025-10-07,Tech Talk,1
U00664,E0004,2025-10-07,Tech Talk,1
U00666,E0004,2025-10-07,Tech Talk,1
U00671,E0004,2025-10-07,Tech Talk,0
U00674,E0004,2025-10-07,Tech Talk,1
U00676,E0004,2025-10-07,Tech Talk,1
U00678,E0004,2025-10-07,Tech Talk,1
U00681,E0004,2025-10-07,Tech Talk,1
U00683,E0004,2025-10-07,Tech Talk,1
U00693,E0004,2025-10-07,Tech Talk,0
U00712,E0004,2025-10-07,Tech Talk,1
U00723,E0004,2025-10-07,Tech Talk,1
U00725,E0004,2025-10-07,Tech Talk,1
U00726,E0004,2025-10-07,Tech Talk,1
U00739,E0004,2025-10-07,Tech Talk,1
U00740,E0004,2025-10-07,Tech Talk,1
U00742,E0004,2025-10-07,Tech Talk,1
U00761,E0004,2025-10-07,Tech Talk,1
U00763,E0004,2025-10-07,Tech Talk,1
U00775,E0004,2025-10-07,Tech Talk,1
U00797,E0004,2025-10-07,Tech Talk,1
U00798,E0004,2025-10-07,Tech Talk,1
U00800,E0004,2025-10-07,Tech Talk,1
U00828,E0004,2025-10-07,Tech Talk,1
U00837,E0004,2025-10-07,Tech Talk,1
U00852,E0004,2025-10-07,Tech Talk,1
U00872,E0004,2025-10-07,Tech Talk,1
U00874,E0004,2025-10-07,Tech Talk,0
U00884,E0004,2025-10-07,Tech Talk,1
U00890,E0004,2025-10-07,Tech Talk,1
U00894,E0004,2025-10-07,Tech Talk,1
U00917,E0004,2025-10-07,Tech Talk,1
U00927,E0004,2025-10-07,Tech Talk,1
U00929,E0004,2025-10-07,Tech Talk,1
U00944,E0004,2025-10-07,Tech Talk,1
U00972,E0004,2025-10-07,Tech Talk,0
U00976,E0004,2025-10-07,Tech Talk,1
U00989,E0004,2025-10-07,Tech Talk,1
U01000,E0004,2025-10-07,Tech Talk,1
U01001,E0004,2025-10-07,Tech Talk,1
U01030,E0004,2025-10-07,Tech Talk,1
U01032,E0004,2025-10-07,Tech Talk,1
U01033,E0004,2025-10-07,Tech Talk,1
U01036,E0004,2025-10-07,Tech Talk,1
U01077,E0004,2025-10-07,Tech Talk,1
U01094,E0004,2025-10-07,Tech Talk,1
U01130,E0004,2025-10-07,Tech Talk,0
U01145,E0004,2025-10-07,Tech Talk,0
U01154,E0004,2025-10-07,Tech Talk,1
U01157,E0004,2025-10-07,Tech Talk,1
U01158,E0004,2025-10-07,Tech Talk,1
U01164,E0004,2025-10-07,Tech Talk,1
U01170,E0004,2025-10-07,Tech Talk,1
U01175,E0004,2025-10-07,Tech Talk,1
U01178,E0004,2025-10-07,Tech Talk,1
U01183,E0004,2025-10-07,Tech Talk,0
U01184,E0004,2025-10-07,Tech Talk,1
U01197,E0004,2025-10-07,Tech Talk,1
U01198,E0004,2025-10-07,Tech Talk,1
U00003,E0005,2025-10-09,Tech Talk,1
U00011,E0005,2025-10-09,Tech Talk,1
U00018,E0005,2025-10-09,Tech Talk,1
U00022,E0005,2025-10-09,Tech Talk,1
U00027,E0005,2025-10-09,Tech Talk,1
U00037,E0005,2025-10-09,Tech Talk,1
U00057,E0005,2025-10-09,Tech Talk,1
U00088,E0005,2025-10-09,Tech Talk,1
U00093,E0005,2025-10-09,Tech Talk,0
U00115,E0005,2025-10-09,Tech Talk,1
U00123,E0005,2025-10-09,Tech Talk,0
U00134,E0005,2025-10-09,Tech Talk,1
U00150,E0005,2025-10-09,Tech Talk,1
U00155,E0005,2025-10-09,Tech Talk,1
U00161,E0005,2025-10-09,Tech Talk,1
U00165,E0005,2025-10-09,Tech Talk,1
U00176,E0005,2025-10-09,Tech Talk,1
U00258,E0005,2025-10-09,Tech Talk,1
U00269,E0005,2025-10-09,Tech Talk,1
U00282,E0005,2025-10-09,Tech Talk,1
U00286,E0005,2025-10-09,Tech Talk,0
U00314,E0005,2025-10-09,Tech Talk,1
U00335,E0005,2025-10-09,Tech Talk,1
U00339,E0005,2025-10-09,Tech Talk,0
U00364,E0005,2025-10-09,Tech Talk,1
U00373,E0005,2025-10-09,Tech Talk,1
U00374,E0005,2025-10-09,Tech Talk,0
U00375,E0005,2025-10-09,Tech Talk,1
U00400,E0005,2025-10-09,Tech Talk,1
U00423,E0005,2025-10-09,Tech Talk,1
U00449,E0005,2025-10-09,Tech Talk,1
U00471,E0005,2025-10-09,Tech Talk,1
U00485,E0005,2025-10-09,Tech Talk,1
U00510,E0005,2025-10-09,Tech Talk,1
U00526,E0005,2025-10-09,Tech Talk,1
U00535,E0005,2025-10-09,Tech Talk,1
U00547,E0005,2025-10-09,Tech Talk,1
U00571,E0005,2025-10-09,Tech Talk,1
U00582,E0005,2025-10-09,Tech Talk,1
U00583,E0005,2025-10-09,Tech Talk,0
U00656,E0005,2025-10-09,Tech Talk,1
U00660,E0005,2025-10-09,Tech Talk,1
U00670,E0005,2025-10-09,Tech Talk,1
U00687,E0005,2025-10-09,Tech Talk,1
U00692,E0005,2025-10-09,Tech Talk,1
U00718,E0005,2025-10-09,Tech Talk,1
U00723,E0005,2025-10-09,Tech Talk,1
U00731,E0005,2025-10-09,Tech Talk,1
U00737,E0005,2025-10-09,Tech Talk,1
U00739,E0005,2025-10-09,Tech Talk,1
U00744,E0005,2025-10-09,Tech Talk,1
U00753,E0005,2025-10-09,Tech Talk,0
U00755,E0005,2025-10-09,Tech Talk,1
U00759,E0005,2025-10-09,Tech Talk,1
U00763,E0005,2025-10-09,Tech Talk,1
U00764,E0005,2025-10-09,Tech Talk,1
U00766,E0005,2025-10-09,Tech Talk,1
U00767,E0005,2025-10-09,Tech Talk,1
U00769,E0005,2025-10-09,Tech Talk,1
U00775,E0005,2025-10-09,Tech Talk,1
U00778,E0005,2025-10-09,Tech Talk,1
U00784,E0005,2025-10-09,Tech Talk,1
U00790,E0005,2025-10-09,Tech Talk,1
U00792,E0005,2025-10-09,Tech Talk,1
U00806,E0005,2025-10-09,Tech Talk,1
U00811,E0005,2025-10-09,Tech Talk,1
U00824,E0005,2025-10-09,Tech Talk,1
U00831,E0005,2025-10-09,Tech Talk,1
U00833,E0005,2025-10-09,Tech Talk,1
U00840,E0005,2025-10-09,Tech Talk,1
U00872,E0005,2025-10-09,Tech Talk,1
U00875,E0005,2025-10-09,Tech Talk,0
U00878,E0005,2025-10-09,Tech Talk,1
U00889,E0005,2025-10-09,Tech Talk,1
U00897,E0005,2025-10-09,Tech Talk,1
U00899,E0005,2025-10-09,Tech Talk,1
U00901,E0005,2025-10-09,Tech Talk,1
U00908,E0005,2025-10-09,Tech Talk,1
U00921,E0005,2025-10-09,Tech Talk,1
U00946,E0005,2025-10-09,Tech Talk,1
U00958,E0005,2025-10-09,Tech Talk,1
U00972,E0005,2025-10-09,Tech Talk,1
U00998,E0005,2025-10-09,Tech Talk,1
U01000,E0005,2025-10-09,Tech Talk,1
U01006,E0005,2025-10-09,Tech Talk,1
U01019,E0005,2025-10-09,Tech Talk,1
U01041,E0005,2025-10-09,Tech Talk,1
U01055,E0005,2025-10-09,Tech Talk,1
U01077,E0005,2025-10-09,Tech Talk,1
U01089,E0005,2025-10-09,Tech Talk,1
U01116,E0005,2025-10-09,Tech Talk,1
U01118,E0005,2025-10-09,Tech Talk,1
U01122,E0005,2025-10-09,Tech Talk,1
U01128,E0005,2025-10-09,Tech Talk,1
U01129,E0005,2025-10-09,Tech Talk,0
U01143,E0005,2025-10-09,Tech Talk,1
U01145,E0005,2025-10-09,Tech Talk,1
U01153,E0005,2025-10-09,Tech Talk,1
U01156,E0005,2025-10-09,Tech Talk,1
U01157,E0005,2025-10-09,Tech Talk,1
U01161,E0005,2025-10-09,Tech Talk,1
U01195,E0005,2025-10-09,Tech Talk,0
U00002,E0006,2025-10-11,Movie Night,1
U00009,E0006,2025-10-11,Movie Night,1
U00029,E0006,2025-10-11,Movie Night,1
